src_ip,src_port,dst_ip,dst_port
173.194.221.95,443,192.168.0.158,33305
192.168.0.158,33305,173.194.221.95,443
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
192.168.0.158,57362,104.18.27.90,443
104.18.27.90,443,192.168.0.158,57362
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,57362,104.18.27.90,443
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
192.168.0.158,57362,104.18.27.90,443
163.181.0.231,443,192.168.0.158,46400
163.181.0.231,443,192.168.0.158,46400
192.168.0.158,46400,163.181.0.231,443
192.168.0.158,46408,163.181.0.231,443
163.181.0.231,443,192.168.0.158,46408
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
173.194.221.95,443,192.168.0.158,33305
192.168.0.158,33305,173.194.221.95,443
192.168.0.158,45862,188.114.98.224,443
173.194.221.95,443,192.168.0.158,33305
192.168.0.158,45862,188.114.98.224,443
192.168.0.158,33305,173.194.221.95,443
188.114.98.224,443,192.168.0.158,45862
188.114.98.224,443,192.168.0.158,45862
188.114.98.224,443,192.168.0.158,45862
173.194.221.95,443,192.168.0.158,33305
192.168.0.158,33305,173.194.221.95,443
173.194.221.95,443,192.168.0.158,33305
192.168.0.158,33305,173.194.221.95,443
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
163.181.0.231,443,192.168.0.158,46408
173.194.221.95,443,192.168.0.158,33305
173.194.221.95,443,192.168.0.158,33305
188.114.98.224,443,192.168.0.158,45862
188.114.98.224,443,192.168.0.158,45862
188.114.98.224,443,192.168.0.158,45862
188.114.98.224,443,192.168.0.158,45862
173.194.221.95,443,192.168.0.158,33305
192.168.0.158,46408,163.181.0.231,443
192.168.0.158,45862,188.114.98.224,443
192.168.0.158,45862,188.114.98.224,443
192.168.0.158,45862,188.114.98.224,443
192.168.0.158,45862,188.114.98.224,443
192.168.0.158,33305,173.194.221.95,443
192.168.0.158,33305,173.194.221.95,443
192.168.0.158,33305,173.194.221.95,443
192.168.0.158,57362,104.18.27.90,443
173.194.221.95,443,192.168.0.158,33305
192.168.0.158,33305,173.194.221.95,443
104.18.27.90,443,192.168.0.158,57362
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,57362,104.18.27.90,443
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,57362,104.18.27.90,443
173.194.221.95,443,192.168.0.158,33305
192.168.0.158,33305,173.194.221.95,443
173.194.221.95,443,192.168.0.158,33305
104.18.27.90,443,192.168.0.158,57362
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,58120,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,58120
192.168.0.158,58120,173.194.180.218,443
192.168.0.158,58120,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,58120,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,58120
173.194.180.218,443,192.168.0.158,58120
173.194.180.218,443,192.168.0.158,58120
173.194.180.218,443,192.168.0.158,58120
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,58120,173.194.180.218,443
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,58120,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,58120
192.168.0.158,58120,173.194.180.218,443
173.194.180.218,443,192.168.0.158,58120
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,57362,104.18.27.90,443
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,57362,104.18.27.90,443
104.18.27.90,443,192.168.0.158,57362
192.168.0.158,57362,104.18.27.90,443
104.18.27.90,443,192.168.0.158,57362
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,46408,163.181.0.231,443
163.181.0.231,443,192.168.0.158,46408
104.18.27.90,443,192.168.0.158,57362
163.181.0.231,443,192.168.0.158,46408
192.168.0.158,46408,163.181.0.231,443
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,57362,104.18.27.90,443
104.18.27.90,443,192.168.0.158,57362
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,57362,104.18.27.90,443
104.18.27.90,443,192.168.0.158,57362
192.168.0.158,57362,104.18.27.90,443
104.18.27.90,443,192.168.0.158,57362
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,57362,104.18.27.90,443
104.18.27.90,443,192.168.0.158,57362
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,46408,163.181.0.231,443
163.181.0.231,443,192.168.0.158,46408
163.181.0.231,443,192.168.0.158,46408
192.168.0.158,46408,163.181.0.231,443
192.168.0.1,41412,192.168.0.255,20002
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,58120,173.194.180.218,443
192.168.0.158,58120,173.194.180.218,443
173.194.180.218,443,192.168.0.158,58120
192.168.0.158,58120,173.194.180.218,443
192.168.0.158,5353,224.0.0.251,5353
127.0.0.1,5353,224.0.0.251,5353
192.168.0.158,49856,173.194.73.198,443
192.168.0.158,49856,173.194.73.198,443
173.194.73.198,443,192.168.0.158,49856
173.194.73.198,443,192.168.0.158,49856
173.194.73.198,443,192.168.0.158,49856
173.194.73.198,443,192.168.0.158,49856
173.194.73.198,443,192.168.0.158,49856
192.168.0.158,49856,173.194.73.198,443
192.168.0.158,49856,173.194.73.198,443
173.194.73.198,443,192.168.0.158,49856
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,35236,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,35236
192.168.0.158,35236,173.194.180.218,443
192.168.0.158,35236,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,35236
173.194.180.218,443,192.168.0.158,35236
173.194.180.218,443,192.168.0.158,35236
192.168.0.158,35236,173.194.180.218,443
192.168.0.158,35236,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,35236
192.168.0.158,35236,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,35236
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,48012,34.237.73.95,443
192.168.0.158,46400,163.181.0.231,443
34.237.73.95,443,192.168.0.158,48012
34.237.73.95,443,192.168.0.158,48012
163.181.0.231,443,192.168.0.158,46400
192.168.0.158,48012,34.237.73.95,443
192.168.0.158,43748,79.137.241.62,443
79.137.241.62,443,192.168.0.158,43748
79.137.241.62,443,192.168.0.158,43748
192.168.0.158,43748,79.137.241.62,443
192.168.0.158,49856,173.194.73.198,443
173.194.73.198,443,192.168.0.158,49856
173.194.73.198,443,192.168.0.158,49856
173.194.73.198,443,192.168.0.158,49856
173.194.73.198,443,192.168.0.158,49856
192.168.0.158,49856,173.194.73.198,443
192.168.0.158,49856,173.194.73.198,443
173.194.73.198,443,192.168.0.158,49856
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,57362,104.18.27.90,443
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
104.18.27.90,443,192.168.0.158,57362
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,46408,163.181.0.231,443
163.181.0.231,443,192.168.0.158,46408
104.18.27.90,443,192.168.0.158,57362
192.168.0.158,57362,104.18.27.90,443
192.168.0.158,35236,173.194.180.218,443
192.168.0.158,35236,173.194.180.218,443
173.194.180.218,443,192.168.0.158,35236
173.194.180.218,443,192.168.0.158,35236
192.168.0.158,35236,173.194.180.218,443
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,56634,173.194.180.218,443
173.194.180.218,443,192.168.0.158,56634
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,56634,173.194.180.218,443
192.168.0.158,56634,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,56634
173.194.180.218,443,192.168.0.158,56634
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,56634
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,56634,173.194.180.218,443
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,56634,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,56634
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,57780,192.168.0.1,53
173.194.221.95,443,192.168.0.158,33305
192.168.0.158,33305,173.194.221.95,443
192.168.0.1,53,192.168.0.158,57780
192.168.0.158,59252,91.189.91.97,80
91.189.91.97,80,192.168.0.158,59252
192.168.0.158,59252,91.189.91.97,80
192.168.0.158,59252,91.189.91.97,80
91.189.91.97,80,192.168.0.158,59252
91.189.91.97,80,192.168.0.158,59252
192.168.0.158,59252,91.189.91.97,80
192.168.0.158,59252,91.189.91.97,80
91.189.91.97,80,192.168.0.158,59252
192.168.0.158,56634,173.194.180.218,443
192.168.0.158,56634,173.194.180.218,443
173.194.180.218,443,192.168.0.158,56634
173.194.180.218,443,192.168.0.158,56634
192.168.0.158,56634,173.194.180.218,443
173.194.221.95,443,192.168.0.158,33305
173.194.221.95,443,192.168.0.158,33305
192.168.0.158,33305,173.194.221.95,443
192.168.0.158,46400,163.181.0.231,443
173.194.221.95,443,192.168.0.158,33305
192.168.0.158,33305,173.194.221.95,443
163.181.0.231,443,192.168.0.158,46400
192.168.0.158,32834,5.61.23.11,443
192.168.0.158,40746,93.186.225.194,443
5.61.23.11,443,192.168.0.158,32834
192.168.0.158,32834,5.61.23.11,443
93.186.225.194,443,192.168.0.158,40746
192.168.0.158,40746,93.186.225.194,443
192.168.0.158,41264,172.64.41.4,443
192.168.0.158,41264,172.64.41.4,443
192.168.0.158,41264,172.64.41.4,443
172.64.41.4,443,192.168.0.158,41264
172.64.41.4,443,192.168.0.158,41264
172.64.41.4,443,192.168.0.158,41264
172.64.41.4,443,192.168.0.158,41264
172.64.41.4,443,192.168.0.158,41264
192.168.0.158,41264,172.64.41.4,443
172.64.41.4,443,192.168.0.158,41264
172.64.41.4,443,192.168.0.158,41264
192.168.0.158,41264,172.64.41.4,443
172.64.41.4,443,192.168.0.158,41264
172.64.41.4,443,192.168.0.158,41264
192.168.0.158,41264,172.64.41.4,443
192.168.0.158,53132,173.194.220.139,443
172.64.41.4,443,192.168.0.158,41264
172.64.41.4,443,192.168.0.158,41264
192.168.0.158,41264,172.64.41.4,443
173.194.220.139,443,192.168.0.158,53132
192.168.0.158,53132,173.194.220.139,443
192.168.0.158,53132,173.194.220.139,443
192.168.0.158,53132,173.194.220.139,443
173.194.220.139,443,192.168.0.158,53132
173.194.220.139,443,192.168.0.158,53132
173.194.220.139,443,192.168.0.158,53132
173.194.220.139,443,192.168.0.158,53132
173.194.220.139,443,192.168.0.158,53132
173.194.220.139,443,192.168.0.158,53132
192.168.0.158,53132,173.194.220.139,443
192.168.0.158,53132,173.194.220.139,443
192.168.0.158,53132,173.194.220.139,443
192.168.0.158,53132,173.194.220.139,443
192.168.0.158,53132,173.194.220.139,443
192.168.0.158,53132,173.194.220.139,443
192.168.0.158,53132,173.194.220.139,443
173.194.220.139,443,192.168.0.158,53132
173.194.220.139,443,192.168.0.158,53132
173.194.220.139,443,192.168.0.158,53132
173.194.220.139,443,192.168.0.158,53132
173.194.220.139,443,192.168.0.158,53132
173.194.220.139,443,192.168.0.158,53132
173.194.220.139,443,192.168.0.158,53132
173.194.220.139,443,192.168.0.158,53132
192.168.0.158,53132,173.194.220.139,443
192.168.0.158,53132,173.194.220.139,443
173.194.220.139,443,192.168.0.158,53132
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,56640,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,56640
192.168.0.158,56640,173.194.180.218,443
192.168.0.158,56640,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,56640
173.194.180.218,443,192.168.0.158,56640
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,56640
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,56640,173.194.180.218,443
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,56640,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,56640
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,40530,173.194.180.218,443
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
173.194.180.218,443,192.168.0.158,40530
192.168.0.158,40530,173.194.180.218,443
192.168.0.158,57844,95.163.59.228,443
95.163.59.228,443,192.168.0.158,57844
192.168.0.158,57844,95.163.59.228,443
192.168.0.158,46408,163.181.0.231,443
163.181.0.231,443,192.168.0.158,46408
192.168.0.158,41264,172.64.41.4,443
192.168.0.158,41264,172.64.41.4,443
172.64.41.4,443,192.168.0.158,41264
172.64.41.4,443,192.168.0.158,41264
172.64.41.4,443,192.168.0.158,41264
192.168.0.158,41264,172.64.41.4,443
192.168.0.158,55696,94.100.180.59,443
94.100.180.59,443,192.168.0.158,55696
192.168.0.158,55696,94.100.180.59,443
192.168.0.158,55696,94.100.180.59,443
94.100.180.59,443,192.168.0.158,55696
94.100.180.59,443,192.168.0.158,55696
94.100.180.59,443,192.168.0.158,55696
192.168.0.158,55696,94.100.180.59,443
192.168.0.158,55696,94.100.180.59,443
192.168.0.158,55696,94.100.180.59,443
94.100.180.59,443,192.168.0.158,55696
192.168.0.158,55696,94.100.180.59,443
94.100.180.59,443,192.168.0.158,55696
94.100.180.59,443,192.168.0.158,55696
192.168.0.158,40746,93.186.225.194,443
192.168.0.158,32834,5.61.23.11,443
192.168.0.158,41264,172.64.41.4,443
192.168.0.158,41264,172.64.41.4,443
192.168.0.158,41264,172.64.41.4,443
172.64.41.4,443,192.168.0.158,41264
172.64.41.4,443,192.168.0.158,41264
172.64.41.4,443,192.168.0.158,41264
192.168.0.158,41264,172.64.41.4,443
5.61.23.11,443,192.168.0.158,32834
192.168.0.158,32834,5.61.23.11,443
172.64.41.4,443,192.168.0.158,41264
172.64.41.4,443,192.168.0.158,41264
192.168.0.158,41264,172.64.41.4,443
93.186.225.194,443,192.168.0.158,40746
192.168.0.158,40746,93.186.225.194,443
192.168.0.158,55696,94.100.180.59,443
188.114.98.224,443,192.168.0.158,38114
192.168.0.158,38114,188.114.98.224,443
188.114.98.224,443,192.168.0.158,38114
192.168.0.158,57844,95.163.59.228,443
127.0.0.1,36878,127.0.0.53,53
192.168.0.158,57844,95.163.59.228,443
127.0.0.1,36878,127.0.0.53,53
192.168.0.158,41264,172.64.41.4,443
192.168.0.158,41264,172.64.41.4,443
127.0.0.53,53,127.0.0.1,36878
127.0.0.53,53,127.0.0.1,36878
192.168.0.158,41264,172.64.41.4,443
95.163.59.228,443,192.168.0.158,57844
95.163.59.228,443,192.168.0.158,57844
192.168.0.158,57844,95.163.59.228,443
172.64.41.4,443,192.168.0.158,41264
95.163.59.228,443,192.168.0.158,57844
192.168.0.158,57844,95.163.59.228,443
172.64.41.4,443,192.168.0.158,41264
172.64.41.4,443,192.168.0.158,41264
172.64.41.4,443,192.168.0.158,41264
172.64.41.4,443,192.168.0.158,41264
172.64.41.4,443,192.168.0.158,41264
172.64.41.4,443,192.168.0.158,41264
172.64.41.4,443,192.168.0.158,41264
172.64.41.4,443,192.168.0.158,41264
192.168.0.158,41264,172.64.41.4,443
172.64.41.4,443,192.168.0.158,41264
172.64.41.4,443,192.168.0.158,41264
192.168.0.158,41264,172.64.41.4,443
192.168.0.158,48012,34.237.73.95,443
34.237.73.95,443,192.168.0.158,48012
192.168.0.158,48012,34.237.73.95,443
192.168.0.158,56640,173.194.180.218,443
192.168.0.158,56640,173.194.180.218,443
173.194.180.218,443,192.168.0.158,56640
